date,year,yday,wday,hai,region,sex,cases_day,deaths_day,dalys_day
2011-12-03,2011,337,6,HAP,EU/EEA,Female,127,5,90.36
2011-12-03,2011,337,6,SSI,EU/EEA,Female,104,3,35.39
2011-12-03,2011,337,6,UTI,EU/EEA,Female,284,5,96.82
2011-12-03,2011,337,6,BSI,EU/EEA,Male,42,7,99.22
2011-12-03,2011,337,6,CDI,EU/EEA,Male,49,3,31.42
2011-12-03,2011,337,6,HAP,EU/EEA,Male,155,6,110.44
2011-12-03,2011,337,6,SSI,EU/EEA,Male,157,4,53.09
2011-12-03,2011,337,6,UTI,EU/EEA,Male,308,6,104.89
2011-12-03,2011,337,6,BSI,Germany,Female,28,4,65.32
2011-12-03,2011,337,6,CDI,Germany,Female,45,3,28.55
2011-12-03,2011,337,6,HAP,Germany,Female,115,5,82.15
2011-12-03,2011,337,6,SSI,Germany,Female,95,3,32.18
2011-12-03,2011,337,6,UTI,Germany,Female,258,5,88.02
2011-12-03,2011,337,6,BSI,Germany,Male,38,6,90.2
2011-12-03,2011,337,6,CDI,Germany,Male,45,3,28.55
2011-12-03,2011,337,6,HAP,Germany,Male,141,6,100.4
2011-12-03,2011,337,6,SSI,Germany,Male,142,4,48.26
2011-12-03,2011,337,6,UTI,Germany,Male,280,5,95.35
2011-12-04,2011,338,7,BSI,EU/EEA,Female,30,5,71.85
2011-12-04,2011,338,7,CDI,EU/EEA,Female,49,3,31.42
2011-12-04,2011,338,7,HAP,EU/EEA,Female,127,5,90.36
2011-12-04,2011,338,7,SSI,EU/EEA,Female,104,3,35.39
2011-12-04,2011,338,7,UTI,EU/EEA,Female,284,5,96.82
2011-12-04,2011,338,7,BSI,EU/EEA,Male,42,7,99.22
2011-12-04,2011,338,7,CDI,EU/EEA,Male,49,3,31.42
2011-12-04,2011,338,7,HAP,EU/EEA,Male,155,6,110.44
2011-12-04,2011,338,7,SSI,EU/EEA,Male,157,4,53.09
2011-12-04,2011,338,7,UTI,EU/EEA,Male,308,6,104.89
2011-12-04,2011,338,7,BSI,Germany,Female,28,4,65.32
2011-12-04,2011,338,7,CDI,Germany,Female,45,3,28.55
2011-12-04,2011,338,7,HAP,Germany,Female,115,5,82.15
2011-12-04,2011,338,7,SSI,Germany,Female,95,3,32.18
2011-12-04,2011,338,7,UTI,Germany,Female,258,5,88.02
2011-12-04,2011,338,7,BSI,Germany,Male,38,6,90.2
2011-12-04,2011,338,7,CDI,Germany,Male,45,3,28.55
2011-12-04,2011,338,7,HAP,Germany,Male,141,6,100.4
2011-12-04,2011,338,7,SSI,Germany,Male,142,4,48.26
2011-12-04,2011,338,7,UTI,Germany,Male,280,5,95.35
2011-12-05,2011,339,1,BSI,EU/EEA,Female,34,5,77.24
2011-12-05,2011,339,1,CDI,EU/EEA,Female,46,3,28.39
2011-12-05,2011,339,1,HAP,EU/EEA,Female,144,6,98.51
2011-12-05,2011,339,1,SSI,EU/EEA,Female,100,3,32.56
2011-12-05,2011,339,1,UTI,EU/EEA,Female,258,5,84.5
2011-12-05,2011,339,1,BSI,EU/EEA,Male,47,7,106.67
2011-12-05,2011,339,1,CDI,EU/EEA,Male,46,3,28.39
2011-12-05,2011,339,1,HAP,EU/EEA,Male,175,7,120.4
2011-12-05,2011,339,1,SSI,EU/EEA,Male,150,4,48.83
2011-12-05,2011,339,1,UTI,EU/EEA,Male,279,5,91.54
2011-12-05,2011,339,1,BSI,Germany,Female,31,5,70.23
2011-12-05,2011,339,1,CDI,Germany,Female,42,2,25.81
2011-12-05,2011,339,1,HAP,Germany,Female,130,5,89.56
2011-12-05,2011,339,1,SSI,Germany,Female,91,2,29.6
2011-12-05,2011,339,1,UTI,Germany,Female,234,4,76.81
2011-12-05,2011,339,1,BSI,Germany,Male,43,6,96.97
2011-12-05,2011,339,1,CDI,Germany,Male,42,2,25.81
2011-12-05,2011,339,1,HAP,Germany,Male,159,6,109.46
2011-12-05,2011,339,1,SSI,Germany,Male,136,4,44.39
2011-12-05,2011,339,1,UTI,Germany,Male,254,5,83.23
2011-12-06,2011,340,2,BSI,EU/EEA,Female,34,5,77.24
2011-12-06,2011,340,2,CDI,EU/EEA,Female,46,3,28.39
2011-12-06,2011,340,2,HAP,EU/EEA,Female,144,6,98.51
2011-12-06,2011,340,2,SSI,EU/EEA,Female,100,3,32.56
2011-12-06,2011,340,2,UTI,EU/EEA,Female,258,5,84.5
2011-12-06,2011,340,2,BSI,EU/EEA,Male,47,7,106.67
2011-12-06,2011,340,2,CDI,EU/EEA,Male,46,3,28.39
2011-12-06,2011,340,2,HAP,EU/EEA,Male,175,7,120.4
2011-12-06,2011,340,2,SSI,EU/EEA,Male,150,4,48.83
2011-12-06,2011,340,2,UTI,EU/EEA,Male,279,5,91.54
2011-12-06,2011,340,2,BSI,Germany,Female,31,5,70.23
2011-12-06,2011,340,2,CDI,Germany,Female,42,2,25.81
2011-12-06,2011,340,2,HAP,Germany,Female,130,5,89.56
2011-12-06,2011,340,2,SSI,Germany,Female,91,2,29.6
2011-12-06,2011,340,2,UTI,Germany,Female,234,4,76.81
2011-12-06,2011,340,2,BSI,Germany,Male,43,6,96.97
2011-12-06,2011,340,2,CDI,Germany,Male,42,2,25.81
2011-12-06,2011,340,2,HAP,Germany,Male,159,6,109.46
2011-12-06,2011,340,2,SSI,Germany,Male,136,4,44.39
2011-12-06,2011,340,2,UTI,Germany,Male,254,5,83.23
2011-12-07,2011,341,3,BSI,EU/EEA,Female,35,5,78.79
2011-12-07,2011,341,3,CDI,EU/EEA,Female,47,3,28.95
2011-12-07,2011,341,3,HAP,EU/EEA,Female,146,6,100.48
2011-12-07,2011,341,3,SSI,EU/EEA,Female,102,3,33.21
2011-12-07,2011,341,3,UTI,EU/EEA,Female,263,5,86.19
2011-12-07,2011,341,3,BSI,EU/EEA,Male,48,7,108.8
2011-12-07,2011,341,3,CDI,EU/EEA,Male,47,3,28.95
2011-12-07,2011,341,3,HAP,EU/EEA,Male,179,7,122.81
2011-12-07,2011,341,3,SSI,EU/EEA,Male,153,4,49.81
2011-12-07,2011,341,3,UTI,EU/EEA,Male,285,5,93.37
2011-12-07,2011,341,3,BSI,Germany,Female,31,5,71.63
2011-12-07,2011,341,3,CDI,Germany,Female,43,2,26.33
2011-12-07,2011,341,3,HAP,Germany,Female,133,5,91.35
2011-12-07,2011,341,3,SSI,Germany,Female,93,2,30.19
2011-12-07,2011,341,3,UTI,Germany,Female,239,4,78.35
2011-12-07,2011,341,3,BSI,Germany,Male,43,7,98.91
2011-12-07,2011,341,3,CDI,Germany,Male,43,2,26.33
2011-12-07,2011,341,3,HAP,Germany,Male,163,6,111.65
2011-12-07,2011,341,3,SSI,Germany,Male,139,4,45.27
2011-12-07,2011,341,3,UTI,Germany,Male,259,5,84.89
2011-12-08,2011,342,4,BSI,EU/EEA,Female,35,5,79.56
2011-12-08,2011,342,4,CDI,EU/EEA,Female,48,3,29.24
2011-12-08,2011,342,4,HAP,EU/EEA,Female,148,6,101.47
2011-12-08,2011,342,4,SSI,EU/EEA,Female,103,3,33.53
2011-12-08,2011,342,4,UTI,EU/EEA,Female,265,5,87.04
2011-12-08,2011,342,4,BSI,EU/EEA,Male,48,7,109.87
2011-12-08,2011,342,4,CDI,EU/EEA,Male,48,3,29.24
2011-12-08,2011,342,4,HAP,EU/EEA,Male,181,7,124.01
2011-12-08,2011,342,4,SSI,EU/EEA,Male,155,4,50.29
2011-12-08,2011,342,4,UTI,EU/EEA,Male,288,5,94.29
2011-12-08,2011,342,4,BSI,Germany,Female,32,5,72.34
2011-12-08,2011,342,4,CDI,Germany,Female,44,3,26.59
2011-12-08,2011,342,4,HAP,Germany,Female,134,5,92.24
2011-12-08,2011,342,4,SSI,Germany,Female,94,3,30.49
2011-12-08,2011,342,4,UTI,Germany,Female,241,4,79.12
2011-12-08,2011,342,4,BSI,Germany,Male,44,7,99.88
2011-12-08,2011,342,4,CDI,Germany,Male,44,3,26.59
2011-12-08,2011,342,4,HAP,Germany,Male,164,6,112.74
2011-12-08,2011,342,4,SSI,Germany,Male,140,4,45.72
2011-12-08,2011,342,4,UTI,Germany,Male,261,5,85.73
2011-12-09,2011,343,5,BSI,EU/EEA,Female,36,5,81.11
2011-12-09,2011,343,5,CDI,EU/EEA,Female,49,3,29.8
2011-12-09,2011,343,5,HAP,EU/EEA,Female,151,6,103.44
2011-12-09,2011,343,5,SSI,EU/EEA,Female,105,3,34.19
2011-12-09,2011,343,5,UTI,EU/EEA,Female,271,5,88.72
2011-12-09,2011,343,5,BSI,EU/EEA,Male,49,8,112.01
2011-12-09,2011,343,5,CDI,EU/EEA,Male,49,3,29.8
2011-12-09,2011,343,5,HAP,EU/EEA,Male,184,7,126.42
2011-12-09,2011,343,5,SSI,EU/EEA,Male,158,4,51.27
2011-12-09,2011,343,5,UTI,EU/EEA,Male,293,5,96.12
2011-12-09,2011,343,5,BSI,Germany,Female,32,5,73.74
2011-12-09,2011,343,5,CDI,Germany,Female,44,3,27.1
2011-12-09,2011,343,5,HAP,Germany,Female,137,5,94.03
2011-12-09,2011,343,5,SSI,Germany,Female,95,3,31.08
2011-12-09,2011,343,5,UTI,Germany,Female,246,4,80.66
2011-12-09,2011,343,5,BSI,Germany,Male,45,7,101.82
2011-12-09,2011,343,5,CDI,Germany,Male,44,3,27.1
2011-12-09,2011,343,5,HAP,Germany,Male,167,7,114.93
2011-12-09,2011,343,5,SSI,Germany,Male,143,4,46.6
2011-12-09,2011,343,5,UTI,Germany,Male,267,5,87.39
2011-12-10,2011,344,6,BSI,EU/EEA,Female,32,5,73.38
2011-12-10,2011,344,6,CDI,EU/EEA,Female,44,2,26.97
2011-12-10,2011,344,6,HAP,EU/EEA,Female,136,5,93.59
2011-12-10,2011,344,6,SSI,EU/EEA,Female,95,2,30.93
2011-12-10,2011,344,6,UTI,EU/EEA,Female,245,4,80.27
2011-12-10,2011,344,6,BSI,EU/EEA,Male,45,7,101.34
2011-12-10,2011,344,6,CDI,EU/EEA,Male,44,2,26.97
2011-12-10,2011,344,6,HAP,EU/EEA,Male,167,7,114.38
2011-12-10,2011,344,6,SSI,EU/EEA,Male,142,4,46.39
2011-12-10,2011,344,6,UTI,EU/EEA,Male,265,5,86.97
2011-12-10,2011,344,6,BSI,Germany,Female,29,4,66.72
2011-12-10,2011,344,6,CDI,Germany,Female,40,2,24.52
2011-12-10,2011,344,6,HAP,Germany,Female,124,5,85.08
2011-12-10,2011,344,6,SSI,Germany,Female,86,2,28.12
2011-12-10,2011,344,6,UTI,Germany,Female,223,4,72.97
2011-12-10,2011,344,6,BSI,Germany,Male,40,6,92.12
2011-12-10,2011,344,6,CDI,Germany,Male,40,2,24.52
2011-12-10,2011,344,6,HAP,Germany,Male,151,6,103.98
2011-12-10,2011,344,6,SSI,Germany,Male,129,3,42.17
2011-12-10,2011,344,6,UTI,Germany,Male,241,4,79.07
2011-12-11,2011,345,7,BSI,EU/EEA,Female,32,5,73.38
2011-12-11,2011,345,7,CDI,EU/EEA,Female,44,2,26.97
2011-12-11,2011,345,7,HAP,EU/EEA,Female,136,5,93.59
2011-12-11,2011,345,7,SSI,EU/EEA,Female,95,2,30.93
2011-12-11,2011,345,7,UTI,EU/EEA,Female,245,4,80.27
2011-12-11,2011,345,7,BSI,EU/EEA,Male,45,7,101.34
2011-12-11,2011,345,7,CDI,EU/EEA,Male,44,2,26.97
2011-12-11,2011,345,7,HAP,EU/EEA,Male,167,7,114.38
2011-12-11,2011,345,7,SSI,EU/EEA,Male,142,4,46.39
2011-12-11,2011,345,7,UTI,EU/EEA,Male,265,5,86.97
2011-12-11,2011,345,7,BSI,Germany,Female,29,4,66.72
2011-12-11,2011,345,7,CDI,Germany,Female,40,2,24.52
2011-12-11,2011,345,7,HAP,Germany,Female,124,5,85.08
2011-12-11,2011,345,7,SSI,Germany,Female,86,2,28.12
2011-12-11,2011,345,7,UTI,Germany,Female,223,4,72.97
2011-12-11,2011,345,7,BSI,Germany,Male,40,6,92.12
2011-12-11,2011,345,7,CDI,Germany,Male,40,2,24.52
2011-12-11,2011,345,7,HAP,Germany,Male,151,6,103.98
2011-12-11,2011,345,7,SSI,Germany,Male,129,3,42.17
2011-12-11,2011,345,7,UTI,Germany,Male,241,4,79.07
2011-12-12,2011,346,1,BSI,EU/EEA,Female,40,6,90.11
2011-12-12,2011,346,1,CDI,EU/EEA,Female,54,3,33.13
2011-12-12,2011,346,1,HAP,EU/EEA,Female,167,7,114.93
2011-12-12,2011,346,1,SSI,EU/EEA,Female,117,3,37.97
2011-12-12,2011,346,1,UTI,EU/EEA,Female,301,5,98.59
2011-12-12,2011,346,1,BSI,EU/EEA,Male,55,8,124.46
2011-12-12,2011,346,1,CDI,EU/EEA,Male,54,3,33.13
2011-12-12,2011,346,1,HAP,EU/EEA,Male,205,8,140.47
2011-12-12,2011,346,1,SSI,EU/EEA,Male,175,5,56.97
2011-12-12,2011,346,1,UTI,EU/EEA,Male,326,6,106.8
2011-12-12,2011,346,1,BSI,Germany,Female,36,5,81.93
2011-12-12,2011,346,1,CDI,Germany,Female,49,3,30.11
2011-12-12,2011,346,1,HAP,Germany,Female,152,6,104.47
2011-12-12,2011,346,1,SSI,Germany,Female,106,3,34.53
2011-12-12,2011,346,1,UTI,Germany,Female,273,5,89.63
2011-12-12,2011,346,1,BSI,Germany,Male,50,8,113.14
2011-12-12,2011,346,1,CDI,Germany,Male,49,3,30.11
2011-12-12,2011,346,1,HAP,Germany,Male,186,7,127.7
2011-12-12,2011,346,1,SSI,Germany,Male,159,4,51.79
2011-12-12,2011,346,1,UTI,Germany,Male,296,5,97.09
2011-12-13,2011,347,2,BSI,EU/EEA,Female,40,6,90.11
2011-12-13,2011,347,2,CDI,EU/EEA,Female,54,3,33.13
2011-12-13,2011,347,2,HAP,EU/EEA,Female,167,7,114.93
2011-12-13,2011,347,2,SSI,EU/EEA,Female,117,3,37.97
2011-12-13,2011,347,2,UTI,EU/EEA,Female,301,5,98.59
2011-12-13,2011,347,2,BSI,EU/EEA,Male,55,8,124.46
2011-12-13,2011,347,2,CDI,EU/EEA,Male,54,3,33.13
2011-12-13,2011,347,2,HAP,EU/EEA,Male,205,8,140.47
2011-12-13,2011,347,2,SSI,EU/EEA,Male,175,5,56.97
2011-12-13,2011,347,2,UTI,EU/EEA,Male,326,6,106.8
2011-12-13,2011,347,2,BSI,Germany,Female,36,5,81.93
2011-12-13,2011,347,2,CDI,Germany,Female,49,3,30.11
2011-12-13,2011,347,2,HAP,Germany,Female,152,6,104.47
2011-12-13,2011,347,2,SSI,Germany,Female,106,3,34.53
2011-12-13,2011,347,2,UTI,Germany,Female,273,5,89.63
2011-12-13,2011,347,2,BSI,Germany,Male,50,8,113.14
2011-12-13,2011,347,2,CDI,Germany,Male,49,3,30.11
2011-12-13,2011,347,2,HAP,Germany,Male,186,7,127.7
2011-12-13,2011,347,2,SSI,Germany,Male,159,4,51.79
2011-12-13,2011,347,2,UTI,Germany,Male,296,5,97.09
2011-12-14,2011,348,3,BSI,EU/EEA,Female,40,6,91.92
2011-12-14,2011,348,3,CDI,EU/EEA,Female,55,3,33.79
2011-12-14,2011,348,3,HAP,EU/EEA,Female,171,7,117.23
2011-12-14,2011,348,3,SSI,EU/EEA,Female,119,3,38.73
2011-12-14,2011,348,3,UTI,EU/EEA,Female,307,6,100.56
2011-12-14,2011,348,3,BSI,EU/EEA,Male,56,8,126.95
2011-12-14,2011,348,3,CDI,EU/EEA,Male,55,3,33.79
2011-12-14,2011,348,3,HAP,EU/EEA,Male,209,8,143.28
2011-12-14,2011,348,3,SSI,EU/EEA,Male,178,5,58.11
2011-12-14,2011,348,3,UTI,EU/EEA,Male,332,6,108.94
2011-12-14,2011,348,3,BSI,Germany,Female,37,6,83.57
2011-12-14,2011,348,3,CDI,Germany,Female,50,3,30.72
2011-12-14,2011,348,3,HAP,Germany,Female,155,6,106.56
2011-12-14,2011,348,3,SSI,Germany,Female,108,3,35.22
2011-12-14,2011,348,3,UTI,Germany,Female,279,5,91.42
2011-12-14,2011,348,3,BSI,Germany,Male,51,8,115.41
2011-12-14,2011,348,3,CDI,Germany,Male,50,3,30.72
2011-12-14,2011,348,3,HAP,Germany,Male,190,7,130.25
2011-12-14,2011,348,3,SSI,Germany,Male,162,4,52.82
2011-12-14,2011,348,3,UTI,Germany,Male,302,5,99.03
2011-12-15,2011,349,4,BSI,EU/EEA,Female,41,6,92.82
2011-12-15,2011,349,4,CDI,EU/EEA,Female,56,3,34.12
2011-12-15,2011,349,4,HAP,EU/EEA,Female,172,7,118.38
2011-12-15,2011,349,4,SSI,EU/EEA,Female,120,3,39.11
2011-12-15,2011,349,4,UTI,EU/EEA,Female,310,6,101.54
2011-12-15,2011,349,4,BSI,EU/EEA,Male,56,9,128.19
2011-12-15,2011,349,4,CDI,EU/EEA,Male,56,3,34.12
2011-12-15,2011,349,4,HAP,EU/EEA,Male,211,8,144.69
2011-12-15,2011,349,4,SSI,EU/EEA,Male,180,5,58.68
2011-12-15,2011,349,4,UTI,EU/EEA,Male,335,6,110
2011-12-15,2011,349,4,BSI,Germany,Female,37,6,84.39
2011-12-15,2011,349,4,CDI,Germany,Female,51,3,31.02
2011-12-15,2011,349,4,HAP,Germany,Female,157,6,107.61
2011-12-15,2011,349,4,SSI,Germany,Female,109,3,35.56
2011-12-15,2011,349,4,UTI,Germany,Female,281,5,92.32
2011-12-15,2011,349,4,BSI,Germany,Male,51,8,116.54
2011-12-15,2011,349,4,CDI,Germany,Male,51,3,31.02
2011-12-15,2011,349,4,HAP,Germany,Male,192,8,131.53
2011-12-15,2011,349,4,SSI,Germany,Male,164,4,53.34
2011-12-15,2011,349,4,UTI,Germany,Male,305,5,100
2011-12-16,2011,350,5,BSI,EU/EEA,Female,42,6,94.62
2011-12-16,2011,350,5,CDI,EU/EEA,Female,57,3,34.78
2011-12-16,2011,350,5,HAP,EU/EEA,Female,176,7,120.67
2011-12-16,2011,350,5,SSI,EU/EEA,Female,122,3,39.87
2011-12-16,2011,350,5,UTI,EU/EEA,Female,316,6,103.52
2011-12-16,2011,350,5,BSI,EU/EEA,Male,57,9,130.68
2011-12-16,2011,350,5,CDI,EU/EEA,Male,57,3,34.78
2011-12-16,2011,350,5,HAP,EU/EEA,Male,215,8,147.49
2011-12-16,2011,350,5,SSI,EU/EEA,Male,184,5,59.82
2011-12-16,2011,350,5,UTI,EU/EEA,Male,342,6,112.14
2011-12-16,2011,350,5,BSI,Germany,Female,38,6,86.02
2011-12-16,2011,350,5,CDI,Germany,Female,52,3,31.62
2011-12-16,2011,350,5,HAP,Germany,Female,160,6,109.69
2011-12-16,2011,350,5,SSI,Germany,Female,111,3,36.25
2011-12-16,2011,350,5,UTI,Germany,Female,287,5,94.11
2011-12-16,2011,350,5,BSI,Germany,Male,52,8,118.8
2011-12-16,2011,350,5,CDI,Germany,Male,52,3,31.62
2011-12-16,2011,350,5,HAP,Germany,Male,195,8,134.08
2011-12-16,2011,350,5,SSI,Germany,Male,167,4,54.38
2011-12-16,2011,350,5,UTI,Germany,Male,311,6,101.94
2011-12-17,2011,351,6,BSI,EU/EEA,Female,38,6,85.61
2011-12-17,2011,351,6,CDI,EU/EEA,Female,52,3,31.47
2011-12-17,2011,351,6,HAP,EU/EEA,Female,159,6,109.18
2011-12-17,2011,351,6,SSI,EU/EEA,Female,111,3,36.07
2011-12-17,2011,351,6,UTI,EU/EEA,Female,286,5,93.66
2011-12-17,2011,351,6,BSI,EU/EEA,Male,52,8,118.23
2011-12-17,2011,351,6,CDI,EU/EEA,Male,52,3,31.47
2011-12-17,2011,351,6,HAP,EU/EEA,Male,194,8,133.45
2011-12-17,2011,351,6,SSI,EU/EEA,Male,166,4,54.12
2011-12-17,2011,351,6,UTI,EU/EEA,Male,309,6,101.46
2011-12-17,2011,351,6,BSI,Germany,Female,34,5,77.83
2011-12-17,2011,351,6,CDI,Germany,Female,47,3,28.61
2011-12-17,2011,351,6,HAP,Germany,Female,145,6,99.25
2011-12-17,2011,351,6,SSI,Germany,Female,101,3,32.8
2011-12-17,2011,351,6,UTI,Germany,Female,260,5,85.15
2011-12-17,2011,351,6,BSI,Germany,Male,47,7,107.49
2011-12-17,2011,351,6,CDI,Germany,Male,47,3,28.61
2011-12-17,2011,351,6,HAP,Germany,Male,177,7,121.31
2011-12-17,2011,351,6,SSI,Germany,Male,151,4,49.2
2011-12-17,2011,351,6,UTI,Germany,Male,281,5,92.23
2011-12-18,2011,352,7,BSI,EU/EEA,Female,38,6,85.61
2011-12-18,2011,352,7,CDI,EU/EEA,Female,52,3,31.47
2011-12-18,2011,352,7,HAP,EU/EEA,Female,159,6,109.18
2011-12-18,2011,352,7,SSI,EU/EEA,Female,111,3,36.07
2011-12-18,2011,352,7,UTI,EU/EEA,Female,286,5,93.66
2011-12-18,2011,352,7,BSI,EU/EEA,Male,52,8,118.23
2011-12-18,2011,352,7,CDI,EU/EEA,Male,52,3,31.47
2011-12-18,2011,352,7,HAP,EU/EEA,Male,194,8,133.45
2011-12-18,2011,352,7,SSI,EU/EEA,Male,166,4,54.12
2011-12-18,2011,352,7,UTI,EU/EEA,Male,309,6,101.46
2011-12-18,2011,352,7,BSI,Germany,Female,34,5,77.83
2011-12-18,2011,352,7,CDI,Germany,Female,47,3,28.61
2011-12-18,2011,352,7,HAP,Germany,Female,145,6,99.25
2011-12-18,2011,352,7,SSI,Germany,Female,101,3,32.8
2011-12-18,2011,352,7,UTI,Germany,Female,260,5,85.15
2011-12-18,2011,352,7,BSI,Germany,Male,47,7,107.49
2011-12-18,2011,352,7,CDI,Germany,Male,47,3,28.61
2011-12-18,2011,352,7,HAP,Germany,Male,177,7,121.31
2011-12-18,2011,352,7,SSI,Germany,Male,151,4,49.2
2011-12-18,2011,352,7,UTI,Germany,Male,281,5,92.23
2011-12-19,2011,353,1,BSI,EU/EEA,Female,40,6,90.11
2011-12-19,2011,353,1,CDI,EU/EEA,Female,54,3,33.13
2011-12-19,2011,353,1,HAP,EU/EEA,Female,167,7,114.93
2011-12-19,2011,353,1,SSI,EU/EEA,Female,117,3,37.97
2011-12-19,2011,353,1,UTI,EU/EEA,Female,301,5,98.59
2011-12-19,2011,353,1,BSI,EU/EEA,Male,55,8,124.46
2011-12-19,2011,353,1,CDI,EU/EEA,Male,54,3,33.13
2011-12-19,2011,353,1,HAP,EU/EEA,Male,205,8,140.47
2011-12-19,2011,353,1,SSI,EU/EEA,Male,175,5,56.97
2011-12-19,2011,353,1,UTI,EU/EEA,Male,326,6,106.8
2011-12-19,2011,353,1,BSI,Germany,Female,36,5,81.93
2011-12-19,2011,353,1,CDI,Germany,Female,49,3,30.11
2011-12-19,2011,353,1,HAP,Germany,Female,152,6,104.47
2011-12-19,2011,353,1,SSI,Germany,Female,106,3,34.53
2011-12-19,2011,353,1,UTI,Germany,Female,273,5,89.63
2011-12-19,2011,353,1,BSI,Germany,Male,50,8,113.14
2011-12-19,2011,353,1,CDI,Germany,Male,49,3,30.11
2011-12-19,2011,353,1,HAP,Germany,Male,186,7,127.7
2011-12-19,2011,353,1,SSI,Germany,Male,159,4,51.79
2011-12-19,2011,353,1,UTI,Germany,Male,296,5,97.09
2011-12-20,2011,354,2,BSI,EU/EEA,Female,40,6,90.11
2011-12-20,2011,354,2,CDI,EU/EEA,Female,54,3,33.13
2011-12-20,2011,354,2,HAP,EU/EEA,Female,167,7,114.93
2011-12-20,2011,354,2,SSI,EU/EEA,Female,117,3,37.97
2011-12-20,2011,354,2,UTI,EU/EEA,Female,301,5,98.59
2011-12-20,2011,354,2,BSI,EU/EEA,Male,55,8,124.46
2011-12-20,2011,354,2,CDI,EU/EEA,Male,54,3,33.13
2011-12-20,2011,354,2,HAP,EU/EEA,Male,205,8,140.47
2011-12-20,2011,354,2,SSI,EU/EEA,Male,175,5,56.97
2011-12-20,2011,354,2,UTI,EU/EEA,Male,326,6,106.8
2011-12-20,2011,354,2,BSI,Germany,Female,36,5,81.93
2011-12-20,2011,354,2,CDI,Germany,Female,49,3,30.11
2011-12-20,2011,354,2,HAP,Germany,Female,152,6,104.47
2011-12-20,2011,354,2,SSI,Germany,Female,106,3,34.53
2011-12-20,2011,354,2,UTI,Germany,Female,273,5,89.63
2011-12-20,2011,354,2,BSI,Germany,Male,50,8,113.14
2011-12-20,2011,354,2,CDI,Germany,Male,49,3,30.11
2011-12-20,2011,354,2,HAP,Germany,Male,186,7,127.7
2011-12-20,2011,354,2,SSI,Germany,Male,159,4,51.79
2011-12-20,2011,354,2,UTI,Germany,Male,296,5,97.09
2011-12-21,2011,355,3,BSI,EU/EEA,Female,40,6,91.92
2011-12-21,2011,355,3,CDI,EU/EEA,Female,55,3,33.79
2011-12-21,2011,355,3,HAP,EU/EEA,Female,171,7,117.23
2011-12-21,2011,355,3,SSI,EU/EEA,Female,119,3,38.73
2011-12-21,2011,355,3,UTI,EU/EEA,Female,307,6,100.56
2011-12-21,2011,355,3,BSI,EU/EEA,Male,56,8,126.95
2011-12-21,2011,355,3,CDI,EU/EEA,Male,55,3,33.79
2011-12-21,2011,355,3,HAP,EU/EEA,Male,209,8,143.28
2011-12-21,2011,355,3,SSI,EU/EEA,Male,178,5,58.11
2011-12-21,2011,355,3,UTI,EU/EEA,Male,332,6,108.94
2011-12-21,2011,355,3,BSI,Germany,Female,37,6,83.57
2011-12-21,2011,355,3,CDI,Germany,Female,50,3,30.72
2011-12-21,2011,355,3,HAP,Germany,Female,155,6,106.56
2011-12-21,2011,355,3,SSI,Germany,Female,108,3,35.22
2011-12-21,2011,355,3,UTI,Germany,Female,279,5,91.42
2011-12-21,2011,355,3,BSI,Germany,Male,51,8,115.41
2011-12-21,2011,355,3,CDI,Germany,Male,50,3,30.72
2011-12-21,2011,355,3,HAP,Germany,Male,190,7,130.25
2011-12-21,2011,355,3,SSI,Germany,Male,162,4,52.82
2011-12-21,2011,355,3,UTI,Germany,Male,302,5,99.03
2011-12-22,2011,356,4,BSI,EU/EEA,Female,41,6,92.82
2011-12-22,2011,356,4,CDI,EU/EEA,Female,56,3,34.12
2011-12-22,2011,356,4,HAP,EU/EEA,Female,172,7,118.38
2011-12-22,2011,356,4,SSI,EU/EEA,Female,120,3,39.11
2011-12-22,2011,356,4,UTI,EU/EEA,Female,310,6,101.54
2011-12-22,2011,356,4,BSI,EU/EEA,Male,56,9,128.19
2011-12-22,2011,356,4,CDI,EU/EEA,Male,56,3,34.12
2011-12-22,2011,356,4,HAP,EU/EEA,Male,211,8,144.69
2011-12-22,2011,356,4,SSI,EU/EEA,Male,180,5,58.68
2011-12-22,2011,356,4,UTI,EU/EEA,Male,335,6,110
2011-12-22,2011,356,4,BSI,Germany,Female,37,6,84.39
2011-12-22,2011,356,4,CDI,Germany,Female,51,3,31.02
2011-12-22,2011,356,4,HAP,Germany,Female,157,6,107.61
2011-12-22,2011,356,4,SSI,Germany,Female,109,3,35.56
2011-12-22,2011,356,4,UTI,Germany,Female,281,5,92.32
2011-12-22,2011,356,4,BSI,Germany,Male,51,8,116.54
2011-12-22,2011,356,4,CDI,Germany,Male,51,3,31.02
2011-12-22,2011,356,4,HAP,Germany,Male,192,8,131.53
2011-12-22,2011,356,4,SSI,Germany,Male,164,4,53.34
2011-12-22,2011,356,4,UTI,Germany,Male,305,5,100
2011-12-23,2011,357,5,BSI,EU/EEA,Female,42,6,94.62
2011-12-23,2011,357,5,CDI,EU/EEA,Female,57,3,34.78
2011-12-23,2011,357,5,HAP,EU/EEA,Female,176,7,120.67
2011-12-23,2011,357,5,SSI,EU/EEA,Female,122,3,39.87
2011-12-23,2011,357,5,UTI,EU/EEA,Female,316,6,103.52
2011-12-23,2011,357,5,BSI,EU/EEA,Male,57,9,130.68
